COUNTRY,FECHA,CONTAGIADOS,FALLECIDOS,RECUPERADOS,HOSPITALIZADOS,UCIs,IP,R0_7
URUGUAY,11/04/2020,7,0,10,17,16,-3,
URUGUAY,12/04/2020,11,7,7,16,16,11,
URUGUAY,13/04/2020,9,1,17,15,15,-7,
URUGUAY,14/04/2020,12,0,12,14,14,0,
URUGUAY,15/04/2020,6,1,12,13,13,-5,
URUGUAY,16/04/2020,13,0,14,13,13,-1,
URUGUAY,17/04/2020,18,0,8,12,12,10,
URUGUAY,18/04/2020,18,0,4,14,14,14,
URUGUAY,19/04/2020,4,0,0,13,13,4,
URUGUAY,20/04/2020,10,1,15,13,13,-4,
URUGUAY,21/04/2020,11,2,11,10,10,2,
URUGUAY,22/04/2020,8,0,13,10,10,-5,
URUGUAY,23/04/2020,9,0,17,10,10,-8,
URUGUAY,24/04/2020,6,0,15,9,9,-9,
URUGUAY,25/04/2020,46,2,1,9,9,47,
URUGUAY,26/04/2020,12,1,5,10,10,8,
URUGUAY,27/04/2020,2,0,11,11,11,-9,
URUGUAY,28/04/2020,6,0,8,11,11,-2,
URUGUAY,29/04/2020,18,0,18,11,11,0,
URUGUAY,30/04/2020,11,2,5,10,10,8,
URUGUAY,01/05/2020,5,0,18,10,10,-13,
URUGUAY,02/05/2020,4,0,5,10,10,-1,
URUGUAY,03/05/2020,7,0,2,10,10,5,
URUGUAY,04/05/2020,7,0,5,10,10,2,
URUGUAY,05/05/2020,13,0,21,10,10,-8,
URUGUAY,06/05/2020,8,0,18,10,10,-10,
URUGUAY,07/05/2020,26,0,6,9,9,20,
URUGUAY,08/05/2020,19,1,14,8,8,6,
URUGUAY,09/05/2020,4,0,7,8,8,-3,
URUGUAY,10/05/2020,7,1,4,8,8,4,
URUGUAY,11/05/2020,5,0,6,8,8,-1,
URUGUAY,12/05/2020,7,0,9,8,8,-2,
URUGUAY,13/05/2020,9,0,13,8,8,-4,
URUGUAY,14/05/2020,7,0,2,7,7,5,
URUGUAY,15/05/2020,4,0,6,7,7,-2,
URUGUAY,16/05/2020,7,0,5,5,5,2,
URUGUAY,17/05/2020,14,1,6,4,4,9,
URUGUAY,18/05/2020,3,0,5,4,4,-2,
URUGUAY,19/05/2020,1,0,10,4,4,-9,
URUGUAY,20/05/2020,12,0,9,4,4,3,
URUGUAY,21/05/2020,9,0,6,5,5,3,
URUGUAY,22/05/2020,12,0,9,5,5,3,
URUGUAY,23/05/2020,14,2,13,5,5,3,
URUGUAY,24/05/2020,2,0,2,5,5,0,
URUGUAY,25/05/2020,19,0,11,5,5,8,
URUGUAY,26/05/2020,2,0,9,5,5,-7,
URUGUAY,27/05/2020,14,0,12,5,5,2,
URUGUAY,28/05/2020,12,0,4,5,5,8,
URUGUAY,29/05/2020,7,0,26,6,6,-19,
URUGUAY,30/05/2020,8,0,2,5,5,6,
URUGUAY,31/05/2020,4,1,3,5,5,2,
URUGUAY,01/06/2020,9,0,4,4,4,5,
URUGUAY,02/06/2020,3,0,2,4,4,1,
URUGUAY,03/06/2020,0,0,7,4,4,-7,
URUGUAY,04/06/2020,4,0,11,4,4,-7,
URUGUAY,05/06/2020,11,0,12,4,4,-1,
URUGUAY,06/06/2020,5,0,5,4,4,0,
URUGUAY,07/06/2020,5,0,4,4,4,1,
URUGUAY,08/06/2020,0,0,8,4,4,-8,
URUGUAY,09/06/2020,1,0,16,4,4,-15,
URUGUAY,10/06/2020,1,0,4,4,4,-3,
URUGUAY,11/06/2020,4,0,14,4,4,-10,
URUGUAY,12/06/2020,3,0,8,3,3,-5,
URUGUAY,13/06/2020,0,0,4,3,3,-4,
URUGUAY,14/06/2020,2,0,4,3,3,-2,
URUGUAY,15/06/2020,0,0,4,3,3,-4,
URUGUAY,16/06/2020,1,1,9,3,3,-7,
URUGUAY,17/06/2020,0,0,9,4,4,-9,
URUGUAY,18/06/2020,1,0,4,4,4,-3,
URUGUAY,19/06/2020,3,1,0,4,4,4,
URUGUAY,20/06/2020,6,1,1,4,4,6,
URUGUAY,21/06/2020,17,0,0,4,4,17,
URUGUAY,22/06/2020,6,0,0,4,4,6,
URUGUAY,23/06/2020,3,0,0,4,4,3,
URUGUAY,24/06/2020,17,0,0,2,2,17,
URUGUAY,25/06/2020,5,1,3,2,2,3,
URUGUAY,26/06/2020,12,1,0,2,2,13,
URUGUAY,27/06/2020,5,0,0,2,2,5,
URUGUAY,28/06/2020,5,0,0,2,2,5,
URUGUAY,29/06/2020,3,0,4,2,2,-1,
URUGUAY,30/06/2020,4,0,2,2,2,2,
NETHERLAND,09/03/2020,56,3,0,0,0,59,
NETHERLAND,10/03/2020,61,1,0,0,0,62,
NETHERLAND,11/03/2020,121,1,0,0,0,122,
NETHERLAND,12/03/2020,111,0,0,86,0,111,
NETHERLAND,13/03/2020,804,9,0,115,0,813,
NETHERLAND,14/03/2020,155,3,0,21,0,158,
NETHERLAND,15/03/2020,176,7,0,26,0,183,
NETHERLAND,16/03/2020,278,4,0,43,0,282,
NETHERLAND,17/03/2020,292,17,0,109,0,309,
NETHERLAND,18/03/2020,346,16,0,94,0,362,
NETHERLAND,19/03/2020,409,21,0,81,0,430,
NETHERLAND,20/03/2020,1191,28,0,159,0,1219,
NETHERLAND,21/03/2020,-20,31,0,188,0,11,
NETHERLAND,22/03/2020,573,44,0,152,0,617,
NETHERLAND,23/03/2020,545,33,0,242,0,578,
NETHERLAND,24/03/2020,811,63,0,265,0,874,
NETHERLAND,25/03/2020,852,80,0,341,2467,932,
NETHERLAND,26/03/2020,1019,78,0,315,0,1097,
NETHERLAND,27/03/2020,1172,112,0,349,100,1284,
NETHERLAND,28/03/2020,1159,93,0,454,100,1252,
NETHERLAND,29/03/2020,1104,132,0,529,100,1236,
NETHERLAND,30/03/2020,884,93,0,507,100,977,
NETHERLAND,31/03/2020,845,175,0,722,0,1020,
NETHERLAND,01/04/2020,1019,134,0,447,0,1153,
NETHERLAND,02/04/2020,1083,166,0,625,0,1249,
NETHERLAND,03/04/2020,1026,148,0,501,0,1174,
NETHERLAND,04/04/2020,904,164,0,336,0,1068,
NETHERLAND,05/04/2020,1224,117,0,253,0,1341,
NETHERLAND,06/04/2020,952,99,0,260,0,1051,
NETHERLAND,07/04/2020,777,234,0,292,0,1011,
NETHERLAND,08/04/2020,969,147,0,308,0,1116,
NETHERLAND,09/04/2020,1213,148,0,237,0,1361,
NETHERLAND,10/04/2020,1335,115,0,225,0,1450,
NETHERLAND,11/04/2020,1316,132,0,190,0,1448,
NETHERLAND,12/04/2020,1174,94,0,196,0,1268,
NETHERLAND,13/04/2020,964,86,0,147,0,1050,
NETHERLAND,14/04/2020,868,122,0,210,0,990,
NETHERLAND,15/04/2020,734,189,0,188,0,923,
NETHERLAND,16/04/2020,1061,181,0,182,0,1242,
NETHERLAND,17/04/2020,1235,144,0,156,0,1379,
NETHERLAND,18/04/2020,1140,142,250,129,1200,1032,
NETHERLAND,19/04/2020,1066,83,322,110,0,827,
NETHERLAND,20/04/2020,750,67,74,75,0,743,
NETHERLAND,21/04/2020,729,165,0,118,0,894,
NETHERLAND,22/04/2020,708,138,0,124,0,846,
NETHERLAND,23/04/2020,887,123,0,137,0,1010,
NETHERLAND,24/04/2020,806,112,0,123,0,918,
NETHERLAND,25/04/2020,655,120,0,100,0,775,
NETHERLAND,26/04/2020,655,66,0,75,0,721,
NETHERLAND,27/04/2020,400,43,0,65,0,443,
NETHERLAND,28/04/2020,171,48,0,88,0,219,
NETHERLAND,29/04/2020,386,145,0,76,0,531,
NETHERLAND,30/04/2020,514,84,0,84,0,598,
NETHERLAND,01/05/2020,475,98,0,85,0,573,
NETHERLAND,02/05/2020,445,94,0,93,0,539,
NETHERLAND,03/05/2020,335,69,0,41,0,404,
NETHERLAND,04/05/2020,199,26,0,36,0,225,
NETHERLAND,05/05/2020,317,86,0,79,0,403,
NETHERLAND,06/05/2020,232,36,0,20,0,268,
NETHERLAND,07/05/2020,455,84,0,33,0,539,
NETHERLAND,08/05/2020,319,71,0,71,0,390,
NETHERLAND,09/05/2020,289,63,0,58,0,352,
NETHERLAND,10/05/2020,245,18,0,22,0,263,
NETHERLAND,11/05/2020,161,16,0,36,0,177,
NETHERLAND,12/05/2020,196,54,0,35,0,250,
NETHERLAND,13/05/2020,227,52,0,52,0,279,
NETHERLAND,14/05/2020,270,28,0,27,0,298,
NETHERLAND,15/05/2020,200,53,0,35,0,253,
NETHERLAND,16/05/2020,189,27,0,45,0,216,
NETHERLAND,17/05/2020,125,10,0,15,0,135,
NETHERLAND,18/05/2020,146,14,0,27,0,160,
NETHERLAND,19/05/2020,108,21,0,34,0,129,
NETHERLAND,20/05/2020,198,33,0,14,0,231,
NETHERLAND,21/05/2020,253,27,0,13,0,280,
NETHERLAND,22/05/2020,188,13,0,9,0,201,
NETHERLAND,23/05/2020,176,23,0,10,0,199,
NETHERLAND,24/05/2020,172,11,0,13,0,183,
NETHERLAND,25/05/2020,209,8,0,8,0,217,
NETHERLAND,26/05/2020,133,26,0,10,0,159,
NETHERLAND,27/05/2020,190,15,0,7,0,205,
NETHERLAND,28/05/2020,182,32,0,16,0,214,
NETHERLAND,29/05/2020,176,28,0,9,0,204,
NETHERLAND,30/05/2020,131,20,0,5,0,151,
NETHERLAND,31/05/2020,185,5,0,8,0,190,
NETHERLAND,01/06/2020,103,6,0,9,0,109,
NETHERLAND,02/06/2020,102,5,0,6,0,107,
NETHERLAND,03/06/2020,86,10,0,9,0,96,
NETHERLAND,04/06/2020,209,13,0,12,0,222,
NETHERLAND,05/06/2020,210,15,0,11,0,225,
NETHERLAND,06/06/2020,183,6,0,3,0,189,
NETHERLAND,07/06/2020,239,2,0,4,0,241,
NETHERLAND,08/06/2020,165,3,0,5,0,168,
NETHERLAND,09/06/2020,164,15,0,6,0,179,
NETHERLAND,10/06/2020,184,11,0,5,0,195,
NETHERLAND,11/06/2020,164,2,0,3,0,166,
NETHERLAND,12/06/2020,210,9,0,5,0,219,
NETHERLAND,13/06/2020,179,4,0,9,0,183,
NETHERLAND,14/06/2020,143,2,0,6,0,145,
NETHERLAND,15/06/2020,165,6,0,3,0,171,
NETHERLAND,16/06/2020,139,5,0,3,0,144,
NETHERLAND,17/06/2020,117,4,0,2,0,121,
NETHERLAND,18/06/2020,115,4,0,-1,0,119,
NETHERLAND,19/06/2020,107,3,0,11,0,110,
NETHERLAND,20/06/2020,76,8,0,0,0,84,
NETHERLAND,21/06/2020,91,1,0,3,0,92,
NETHERLAND,22/06/2020,65,0,0,2,0,65,
NETHERLAND,23/06/2020,64,5,0,2,0,69,
NETHERLAND,24/06/2020,82,2,0,6,0,84,
NETHERLAND,25/06/2020,110,3,0,4,0,113,
NETHERLAND,26/06/2020,91,3,0,5,0,94,
NETHERLAND,27/06/2020,69,2,0,0,0,71,
NETHERLAND,28/06/2020,73,0,0,3,0,73,
NETHERLAND,29/06/2020,76,2,0,3,0,78,
NETHERLAND,30/06/2020,50,6,0,3,0,56,
NETHERLAND,01/07/2020,62,2,0,1,0,64,
NETHERLAND,02/07/2020,77,3,0,0,0,80,
NETHERLAND,03/07/2020,75,2,0,4,0,77,
NETHERLAND,04/07/2020,61,6,0,1,0,67,
NETHERLAND,05/07/2020,73,1,0,1,0,74,
NETHERLAND,06/07/2020,36,1,0,0,0,37,
NETHERLAND,07/07/2020,37,4,0,2,0,41,
NETHERLAND,08/07/2020,52,3,0,3,0,55,
NETHERLAND,09/07/2020,52,2,0,-2,0,54,
NETHERLAND,10/07/2020,42,-1,0,1,0,41,
NETHERLAND,11/07/2020,81,1,0,3,0,82,
NETHERLAND,12/07/2020,101,0,0,2,0,101,
NETHERLAND,13/07/2020,71,0,0,1,0,71,
NETHERLAND,14/07/2020,53,-2,0,-2,0,51,
NETHERLAND,15/07/2020,106,1,0,5,0,107,
NETHERLAND,16/07/2020,99,1,0,1,0,100,
NETHERLAND,17/07/2020,103,1,0,-4,0,104,
NETHERLAND,18/07/2020,127,-2,0,1,0,125,
NETHERLAND,19/07/2020,144,0,0,3,0,144,
NETHERLAND,20/07/2020,185,0,0,2,0,185,
NETHERLAND,21/07/2020,163,0,0,2,0,163,
NETHERLAND,22/07/2020,168,3,0,0,0,171,
NETHERLAND,23/07/2020,163,0,0,3,0,163,
NETHERLAND,24/07/2020,191,0,0,-1,0,191,
NETHERLAND,25/07/2020,137,1,0,2,0,138,
NETHERLAND,26/07/2020,214,0,0,2,0,214,
NETHERLAND,27/07/2020,205,1,0,5,0,206,
COLOMBIA,02/03/2020,1,0,1,0,0,0,
COLOMBIA,03/03/2020,0,0,0,0,0,0,
COLOMBIA,04/03/2020,0,0,0,0,0,,
COLOMBIA,05/03/2020,0,0,0,0,0,,
COLOMBIA,06/03/2020,1,0,1,0,0,,
COLOMBIA,07/03/2020,1,0,1,0,0,,
COLOMBIA,08/03/2020,2,0,2,0,0,,
COLOMBIA,09/03/2020,3,0,3,0,0,,
COLOMBIA,10/03/2020,4,0,4,0,0,,
COLOMBIA,11/03/2020,8,0,8,0,0,,
COLOMBIA,12/03/2020,11,0,11,0,0,,
COLOMBIA,13/03/2020,13,1,12,0,0,,
COLOMBIA,14/03/2020,20,0,20,0,0,,
COLOMBIA,15/03/2020,19,0,19,0,0,,
COLOMBIA,16/03/2020,29,0,29,0,0,,
COLOMBIA,17/03/2020,42,1,41,0,0,,
COLOMBIA,18/03/2020,44,2,42,0,0,,
COLOMBIA,19/03/2020,69,0,69,0,0,,
COLOMBIA,20/03/2020,78,5,73,0,0,,
COLOMBIA,21/03/2020,80,5,74,1,0,,
COLOMBIA,22/03/2020,82,4,78,0,0,,
COLOMBIA,23/03/2020,94,6,87,1,0,,
COLOMBIA,24/03/2020,141,7,131,1,2,,
COLOMBIA,25/03/2020,162,9,151,1,1,,
COLOMBIA,26/03/2020,159,11,147,0,0,,
COLOMBIA,27/03/2020,160,15,143,1,0,,
COLOMBIA,28/03/2020,166,12,153,1,0,,
COLOMBIA,29/03/2020,139,12,126,1,0,,
COLOMBIA,30/03/2020,194,14,180,0,0,,
COLOMBIA,31/03/2020,190,17,169,4,0,,
COLOMBIA,01/04/2020,195,9,186,0,0,,
COLOMBIA,02/04/2020,166,12,154,0,0,,
COLOMBIA,03/04/2020,187,25,160,1,1,,
COLOMBIA,04/04/2020,160,16,142,2,0,,
COLOMBIA,05/04/2020,101,8,91,2,0,,
COLOMBIA,06/04/2020,152,5,145,1,1,,
COLOMBIA,07/04/2020,157,14,143,0,0,,
COLOMBIA,08/04/2020,126,9,116,0,0,,
COLOMBIA,09/04/2020,142,8,133,1,0,,
COLOMBIA,10/04/2020,121,8,112,0,0,,
COLOMBIA,11/04/2020,248,10,233,4,0,,
COLOMBIA,12/04/2020,157,8,149,0,0,,
COLOMBIA,13/04/2020,186,10,174,1,0,,
COLOMBIA,14/04/2020,238,14,215,8,1,,
COLOMBIA,15/04/2020,168,12,153,2,0,,
COLOMBIA,16/04/2020,255,12,237,5,1,,
COLOMBIA,17/04/2020,178,10,163,3,1,,
COLOMBIA,18/04/2020,205,13,186,3,0,,
COLOMBIA,19/04/2020,221,9,207,3,0,,
COLOMBIA,20/04/2020,217,8,205,1,1,,
COLOMBIA,21/04/2020,219,10,209,0,0,,
COLOMBIA,22/04/2020,248,10,231,5,1,,
COLOMBIA,23/04/2020,302,17,279,5,1,,
COLOMBIA,24/04/2020,306,14,284,6,1,,
COLOMBIA,25/04/2020,305,12,287,4,1,,
COLOMBIA,26/04/2020,253,21,224,7,1,,
COLOMBIA,27/04/2020,408,19,379,6,0,,
COLOMBIA,28/04/2020,515,18,491,5,0,,
COLOMBIA,29/04/2020,381,19,356,4,0,,
COLOMBIA,30/04/2020,475,31,435,3,1,,
COLOMBIA,01/05/2020,466,27,434,4,0,,
COLOMBIA,02/05/2020,461,24,428,7,0,,
COLOMBIA,03/05/2020,395,16,371,3,3,,
COLOMBIA,04/05/2020,510,32,476,2,0,,
COLOMBIA,05/05/2020,791,30,753,4,2,,
COLOMBIA,06/05/2020,757,24,723,5,2,,
COLOMBIA,07/05/2020,774,24,742,2,2,,
COLOMBIA,08/05/2020,980,39,932,1,3,,
COLOMBIA,09/05/2020,743,18,718,0,2,,
COLOMBIA,10/05/2020,471,22,443,3,1,,
COLOMBIA,11/05/2020,733,34,692,1,6,,
COLOMBIA,12/05/2020,822,26,789,1,3,,
COLOMBIA,13/05/2020,845,33,800,1,4,,
COLOMBIA,14/05/2020,1061,30,1022,2,4,,
COLOMBIA,15/05/2020,978,39,931,0,1,,
COLOMBIA,16/05/2020,907,38,864,0,2,,
COLOMBIA,17/05/2020,842,33,806,0,2,,
COLOMBIA,18/05/2020,1202,48,1146,2,4,,
COLOMBIA,19/05/2020,1162,43,1111,3,3,,
COLOMBIA,20/05/2020,1395,55,1332,2,2,,
COLOMBIA,21/05/2020,1363,41,1311,1,6,,
COLOMBIA,22/05/2020,1414,55,1349,0,4,,
COLOMBIA,23/05/2020,1424,48,1364,0,4,,
COLOMBIA,24/05/2020,906,35,865,1,4,,
COLOMBIA,25/05/2020,1159,43,1096,9,6,,
COLOMBIA,26/05/2020,1517,56,1441,4,9,,
COLOMBIA,27/05/2020,1367,66,1287,4,5,,
COLOMBIA,28/05/2020,1409,54,1330,14,5,,
COLOMBIA,29/05/2020,1413,65,1315,18,9,,
COLOMBIA,30/05/2020,1299,40,1232,14,8,,
COLOMBIA,31/05/2020,1043,53,961,15,6,,
COLOMBIA,01/06/2020,1743,82,1606,37,9,,
COLOMBIA,02/06/2020,1650,72,1511,45,5,,
COLOMBIA,03/06/2020,1891,87,1757,33,6,,
COLOMBIA,04/06/2020,1784,81,1634,49,7,,
COLOMBIA,05/06/2020,2014,92,1847,48,9,,
COLOMBIA,06/06/2020,1803,78,1667,46,4,,
COLOMBIA,07/06/2020,1470,70,1343,41,7,,
COLOMBIA,08/06/2020,2527,111,2326,69,7,,
COLOMBIA,09/06/2020,2421,123,2208,63,12,,
COLOMBIA,10/06/2020,2786,113,2565,75,11,,
COLOMBIA,11/06/2020,2958,125,2734,71,8,,
COLOMBIA,12/06/2020,2954,113,2751,68,11,,
COLOMBIA,13/06/2020,2475,137,2263,63,4,,
COLOMBIA,14/06/2020,1664,98,1482,59,5,,
COLOMBIA,15/06/2020,1889,121,1693,57,9,,
COLOMBIA,16/06/2020,3747,170,3450,95,19,,
COLOMBIA,17/06/2020,3988,144,3724,93,8,,
COLOMBIA,18/06/2020,3891,162,3580,106,17,,
COLOMBIA,19/06/2020,4003,166,3709,104,12,,
COLOMBIA,20/06/2020,3477,117,3238,94,9,,
COLOMBIA,21/06/2020,2605,143,2346,94,7,,
COLOMBIA,22/06/2020,2945,137,2672,102,11,,
COLOMBIA,23/06/2020,5049,178,4695,134,18,,
COLOMBIA,24/06/2020,5096,221,4700,139,16,,
COLOMBIA,25/06/2020,5181,203,4788,162,14,,
COLOMBIA,26/06/2020,5592,211,5194,147,20,,
COLOMBIA,27/06/2020,4675,155,4356,129,12,,
COLOMBIA,28/06/2020,3569,162,3260,110,17,,
COLOMBIA,29/06/2020,3822,173,3473,144,16,,
COLOMBIA,30/06/2020,6014,221,5533,197,28,,
COLOMBIA,01/07/2020,6262,236,5786,195,21,,
COLOMBIA,02/07/2020,6265,228,5818,157,30,,
COLOMBIA,03/07/2020,6908,225,6345,202,25,,
COLOMBIA,04/07/2020,6340,213,5887,187,24,,
COLOMBIA,05/07/2020,4624,186,4207,163,33,,
COLOMBIA,06/07/2020,7326,259,6757,246,32,,
COLOMBIA,07/07/2020,7054,290,6408,263,39,,
COLOMBIA,08/07/2020,7864,282,7249,243,19,,
COLOMBIA,09/07/2020,7111,242,6498,273,24,,
COLOMBIA,10/07/2020,8145,284,7469,261,19,,
COLOMBIA,11/07/2020,6596,206,6052,223,25,,
COLOMBIA,12/07/2020,5336,201,4819,196,24,,
COLOMBIA,13/07/2020,9456,290,8715,319,35,,
COLOMBIA,14/07/2020,9133,309,8453,296,31,,
COLOMBIA,15/07/2020,8636,308,7920,326,38,,
COLOMBIA,16/07/2020,9361,283,8644,315,40,,
COLOMBIA,17/07/2020,9656,306,8885,324,40,,
COLOMBIA,18/07/2020,9396,265,8698,292,48,,
COLOMBIA,19/07/2020,6210,236,5539,295,29,,
COLOMBIA,20/07/2020,6826,297,6069,282,33,,
COLOMBIA,21/07/2020,10297,285,9330,391,40,,
COLOMBIA,22/07/2020,10162,294,9044,400,52,,
COLOMBIA,23/07/2020,10261,294,6805,376,38,,
COLOMBIA,24/07/2020,10280,305,4906,352,52,,
COLOMBIA,25/07/2020,9199,255,3900,367,28,,
COLOMBIA,26/07/2020,6700,238,2534,315,21,,
COLOMBIA,27/07/2020,11840,301,2873,429,42,,
COLOMBIA,28/07/2020,11485,300,2351,433,27,,
COLOMBIA,29/07/2020,10390,253,1849,388,29,,
COLOMBIA,30/07/2020,10432,252,1353,435,17,,
COLOMBIA,31/07/2020,10837,256,2235,459,24,,
COLOMBIA,01/08/2020,8581,226,769,418,22,,
COLOMBIA,02/08/2020,5816,180,389,333,16,,
COLOMBIA,03/08/2020,9947,211,557,441,18,,
COLOMBIA,04/08/2020,9476,164,380,386,8,,
COLOMBIA,05/08/2020,9198,145,367,413,6,,
COLOMBIA,06/08/2020,10053,147,283,423,13,,
COLOMBIA,07/08/2020,6185,106,263,360,18,,
COLOMBIA,08/08/2020,6124,117,135,390,13,,
COLOMBIA,09/08/2020,3922,101,86,343,7,,
COLOMBIA,10/08/2020,7190,86,103,427,2,,
COLOMBIA,11/08/2020,6604,70,81,334,2,,
COLOMBIA,12/08/2020,6744,64,56,339,1,,